inn,normalized_inn,mfds_item_seq,mfds_item_name,mfds_company,mfds_date,mfds_is_new_drug,mfds_is_prescription,ema_brand_name,ema_date,ema_is_orphan,ema_is_prime,ema_is_conditional,ema_is_accelerated,ema_therapeutic_area,ema_atc_code,days_ema_to_mfds,mfds_before_ema,atc_level1,atc_level2,ema_year,ema_month
Hydrocortisone,hydrocortisone,200400282,케어웨이하이드로코티손1%크림(수출용),(주)에이프로젠바이오로직스,2004-10-11,False,False,Plenadren,2011-11-03,False,False,False,False,Adrenal Insufficiency,H02AB09,-2579,True,H,H02,2011,11
Rivaroxaban Micronized,rivaroxaban,202103332,리바록신정20밀리그램(리바록사반),메딕스제약(주),2021-04-22,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4587,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202103333,리바록신정15밀리그램(리바록사반),메딕스제약(주),2021-04-22,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4587,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202103334,리바록신정10밀리그램(리바록사반),메딕스제약(주),2021-04-22,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4587,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202107969,리바록신정2.5밀리그램(리바록사반),메딕스제약(주),2021-12-15,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4824,False,B,B01,2008,9
Daptomycin,daptomycin,202003723,큐빅신주350밀리그램(답토마이신),일성아이에스(주),2020-05-21,False,True,Cubicin,2006-01-19,False,False,False,False,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",J01XX09,5236,False,J,J01,2006,1
Daptomycin,daptomycin,202003724,큐빅신주500밀리그램(답토마이신),일성아이에스(주),2020-05-21,False,True,Cubicin,2006-01-19,False,False,False,False,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",J01XX09,5236,False,J,J01,2006,1
Olopatadine Hydrochloride,olopatadine,200110066,알레락정5㎎(올로파타딘염산염),한국쿄와기린(주),2002-01-08,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,-128,True,S,S01,2002,5
Dopamine Hydrochloride,dopamine,200102257,카르딘주(염산도파민)(수출용)(수출명2:도파플러스주)(수출명3:도파레즈주),경동제약(주),2001-04-12,False,True,Neoatricon,2024-05-27,False,False,False,False,Hypotension,C01CA04,-8446,True,C,C01,2024,5
Amikacin Sulfate,amikacin,200402347,경동아미카신황산염주500mg(수출용)(수출명:SULFAKACIN),경동제약(주),2004-06-09,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-5984,True,J,J01,2020,10
Risperidone,risperidone,200402351,리페릴정(리스페리돈)(수출용),경동제약(주),2004-05-28,False,True,Okedi,2022-02-14,False,False,False,False,Schizophrenia,N05AX08,-6471,True,N,N05,2022,2
Risperidone,risperidone,200501980,리페릴정1밀리그람(리스페리돈)(수출용),경동제약(주),2005-10-12,False,True,Okedi,2022-02-14,False,False,False,False,Schizophrenia,N05AX08,-5969,True,N,N05,2022,2
Memantine Hydrochloride,memantine,200501983,메빅스정(메만틴염산염)(수출용),경동제약(주),2005-01-20,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,981,False,N,N06,2002,5
Sodium Thiosulfate Hydrate,thio,200000513,아메톡스주25%(티오황산나트륨수화물),대한약품공업(주),2000-06-16,False,True,Pedmarqsi,2023-05-26,False,False,False,False,Ear Diseases;Ototoxicity,,-8379,True,,,2023,5
Nateglinide,nateglinide,200000548,파스틱정30밀리그램(나테글리니드),일동제약(주),2000-03-15,False,True,Starlix,2001-04-03,False,False,False,False,"Diabetes Mellitus, Type 2",A10BX03,-384,True,A,A10,2001,4
Nateglinide,nateglinide,200000549,파스틱정90밀리그램(나테글리니드),일동제약(주),2000-03-15,False,True,Starlix,2001-04-03,False,False,False,False,"Diabetes Mellitus, Type 2",A10BX03,-384,True,A,A10,2001,4
Nateglinide,nateglinide,200400324,파스틱정120밀리그램(나테글리니드),일동제약(주),2004-12-07,False,True,Starlix,2001-04-03,False,False,False,False,"Diabetes Mellitus, Type 2",A10BX03,1344,False,A,A10,2001,4
Adefovir Dipivoxil,adefovir dipivoxil,201003190,아데팜정10밀리그램(아데포비어디피복실),일동제약(주),2010-04-30,False,True,Hepsera,2003-03-06,False,False,False,False,"Hepatitis B, Chronic",J05AF08,2612,False,J,J05,2003,3
Sugammadex Sodium,sugammadex,202402978,한림슈가마덱스나트륨프리필드주,한림제약(주),2024-12-17,False,True,Bridion,2008-07-25,False,False,False,False,Neuromuscular Blockade,V03AB35,5989,False,V,V03,2008,7
Naloxone Hydrochloride,naloxone,199001358,부광날록손염산염주2.0밀리그램,부광약품(주),1990-06-09,False,True,Nyxoid,2017-11-09,False,False,False,False,Opiate Overdose,V03AB15,-10015,True,V,V03,2017,11
Pregabalin,pregabalin,202004249,리프레가캡슐50밀리그램(프레가발린)(수출용),(주)셀트리온제약,2020-06-05,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5814,False,N,N02,2004,7
Pregabalin,pregabalin,202004250,리프레가캡슐75밀리그램(프레가발린)(수출용),(주)셀트리온제약,2020-06-05,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5814,False,N,N02,2004,7
Pregabalin,pregabalin,202004251,리프레가캡슐100밀리그램(프레가발린)(수출용),(주)셀트리온제약,2020-06-05,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5814,False,N,N02,2004,7
Pregabalin,pregabalin,202004252,리프레가캡슐150밀리그램(프레가발린)(수출용),(주)셀트리온제약,2020-06-05,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5814,False,N,N02,2004,7
Pioglitazone Hydrochloride,pioglitazone,202006725,글루스탑정30밀리그램(피오글리타존염산염)(수출용),(주)셀트리온제약,2020-10-05,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7299,False,A,A10,2000,10
Pioglitazone Hydrochloride,pioglitazone,202006726,글루스탑정15밀리그램(피오글리타존염산염)(수출용),(주)셀트리온제약,2020-10-05,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7299,False,A,A10,2000,10
Pioglitazone Hydrochloride,pioglitazone,202006757,글루스탑정45밀리그램(피오글리타존염산염)(수출용),(주)셀트리온제약,2020-10-06,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,7300,False,A,A10,2000,10
Deferasirox,deferasirox,202103968,셀트리온데페라시록스정360mg(데페라시록스)(수출용),(주)셀트리온제약,2021-05-18,False,True,Exjade,2006-08-28,False,False,False,False,beta-Thalassemia;Iron Overload,V03AC03,5377,False,V,V03,2006,8
Deferasirox,deferasirox,202103969,셀트리온데페라시록스정180mg(데페라시록스)(수출용),(주)셀트리온제약,2021-05-18,False,True,Exjade,2006-08-28,False,False,False,False,beta-Thalassemia;Iron Overload,V03AC03,5377,False,V,V03,2006,8
Deferasirox,deferasirox,202103970,셀트리온데페라시록스정90mg(데페라시록스)(수출용),(주)셀트리온제약,2021-05-18,False,True,Exjade,2006-08-28,False,False,False,False,beta-Thalassemia;Iron Overload,V03AC03,5377,False,V,V03,2006,8
Alogliptin Benzoate,alogliptin benzoate,202301785,셀트리온알로정12.5밀리그램(알로글립틴벤조산염)(수출용),(주)셀트리온제약,2023-06-08,False,True,Vipidia,2013-09-18,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH04,3550,False,A,A10,2013,9
Alogliptin Benzoate,alogliptin benzoate,202301786,셀트리온알로정25밀리그램(알로글립틴벤조산염)(수출용),(주)셀트리온제약,2023-06-08,False,True,Vipidia,2013-09-18,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH04,3550,False,A,A10,2013,9
Potassium Azilsartan Medoxomil,azilsartan medoxomil,202302595,셀트리온아질사르탄메독소밀정40밀리그램(수출용),(주)셀트리온제약,2023-08-31,False,True,Edarbi,2011-12-07,False,False,False,False,Hypertension,C09CA09,4285,False,C,C09,2011,12
Potassium Azilsartan Medoxomil,azilsartan medoxomil,202302596,셀트리온아질사르탄메독소밀정80밀리그램(수출용),(주)셀트리온제약,2023-08-31,False,True,Edarbi,2011-12-07,False,False,False,False,Hypertension,C09CA09,4285,False,C,C09,2011,12
Oxygen,oxygen,200305400,피에스켐산소,피에스켐(주),2003-07-24,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,-1245,True,Q,QV0,2006,12
Empagliflozin,empagliflozin,202105978,자디엘정10밀리그램(엠파글리플로진),지엘파마(주),2021-08-17,False,True,Jardiance,2014-05-22,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure;Renal Insufficiency, Chronic",A10BK03,2644,False,A,A10,2014,5
Empagliflozin,empagliflozin,202105979,자디엘정25밀리그램(엠파글리플로진),지엘파마(주),2021-08-17,False,True,Jardiance,2014-05-22,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure;Renal Insufficiency, Chronic",A10BK03,2644,False,A,A10,2014,5
Oxygen,oxygen,201804488,유진의료용산소,유진화학(주)안중지점,2018-11-12,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,4345,False,Q,QV0,2006,12
Rivastigmine,rivastigmine,201308065,프로메탁스패취10(리바스티그민),한국산도스(주),2013-07-08,False,True,Exelon,1998-05-11,False,False,False,False,Dementia;Alzheimer Disease;Parkinson Disease,N06DA03,5537,False,N,N06,1998,5
Rivastigmine,rivastigmine,201308066,프로메탁스패취5(리바스티그민),한국산도스(주),2013-07-08,False,True,Exelon,1998-05-11,False,False,False,False,Dementia;Alzheimer Disease;Parkinson Disease,N06DA03,5537,False,N,N06,1998,5
Oxygen,oxygen,201800900,김천종합가스의료용산소,김천종합가스,2018-02-23,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,4083,False,Q,QV0,2006,12
Ibuprofen,ibuprofen,199600107,한풍이부프로펜정,(유)한풍제약,1996-09-18,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-2870,True,C,C01,2004,7
Oxygen,oxygen,201803930,강남의료용산소,(주)케이엔지,2018-10-08,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,4310,False,Q,QV0,2006,12
Lenalidomide Hydrate,lenalidomide,201600614,레블리미드캡슐7.5밀리그램(레날리도마이드),세엘진(유),2016-01-29,False,True,Revlimid,2007-06-14,False,False,False,False,"Multiple Myeloma;Lymphoma, Mantle-Cell;Myelodysplastic Syndromes",L04AX04,3151,False,L,L04,2007,6
Raloxifene Hydrochloride,raloxifene,201800708,라록스타정(라록시펜염산염),(주)시어스제약,2018-02-05,False,True,Optruma,1998-08-05,False,False,False,False,"Osteoporosis, Postmenopausal",G03XC01,7124,False,G,G03,1998,8
Ticagrelor,ticagrelor,201800761,브렐러정90밀리그램(티카그렐러),일양약품(주),2018-02-08,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2624,False,B,B01,2010,12
Pioglitazone Hydrochloride,pioglitazone,201800819,뉴피올리타정15밀리그램(피오글리타존염산염),안국뉴팜(주),2018-02-14,False,True,Glustin,2000-10-11,False,False,False,False,"Diabetes Mellitus, Type 2",A10BG03,6335,False,A,A10,2000,10
Ticagrelor,ticagrelor,201800846,브리티카정90mg(티카그렐러),(주)비보존제약,2018-02-19,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2635,False,B,B01,2010,12
Ticagrelor,ticagrelor,201800876,티엘린타정90밀리그램(티카그렐러),대원제약(주),2018-02-21,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2637,False,B,B01,2010,12
Raloxifene Hydrochloride,raloxifene,201800877,에비퀸정60밀리그램(라록시펜염산염),(주)일화,2018-02-21,False,True,Optruma,1998-08-05,False,False,False,False,"Osteoporosis, Postmenopausal",G03XC01,7140,False,G,G03,1998,8
Ticagrelor,ticagrelor,201800890,티엘린타정60밀리그램(티카그렐러),대원제약(주),2018-02-22,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2638,False,B,B01,2010,12
Ticagrelor,ticagrelor,201800905,브로리타정90밀리그램(티카그렐러),아주약품(주),2018-02-23,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2639,False,B,B01,2010,12
Ticagrelor,ticagrelor,201800934,아이티카정90mg(티카그렐러),(주)인트로바이오파마,2018-02-26,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2642,False,B,B01,2010,12
Raloxifene Hydrochloride,raloxifene,201801004,안국라록시펜염산염정,안국약품(주),2018-02-28,False,True,Optruma,1998-08-05,False,False,False,False,"Osteoporosis, Postmenopausal",G03XC01,7147,False,G,G03,1998,8
Raloxifene Hydrochloride,raloxifene,201801007,뉴아베스타정(라록시펜염산염),안국뉴팜(주),2018-02-28,False,True,Optruma,1998-08-05,False,False,False,False,"Osteoporosis, Postmenopausal",G03XC01,7147,False,G,G03,1998,8
Levofloxacin Hydrate,levofloxacin,201801056,레보트라정250mg(레보플록사신수화물),(주)바이넥스,2018-03-07,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1078,False,J,J01,2015,3
Dexmedetomidine Hydrochloride,dexmedetomidine,201801058,토미딘주(덱스메데토미딘염산염),(주)바이넥스,2018-03-07,False,True,Dexdor,2011-09-15,False,False,False,False,Conscious Sedation,N05CM18,2365,False,N,N05,2011,9
Ticagrelor,ticagrelor,201801197,브릴코론정90mg(티카그렐러),한화제약(주),2018-03-19,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2663,False,B,B01,2010,12
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801329,휴비트란캡슐150밀리그램(다비가트란에텍실레이트메실산염),(주)휴온스,2018-03-27,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3662,False,B,B01,2008,3
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801330,휴비트란캡슐110밀리그램(다비가트란에텍실레이트메실산염),(주)휴온스,2018-03-27,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3662,False,B,B01,2008,3
Ticagrelor,ticagrelor,201801354,트릴린타정90밀리그램(티카그렐러),제일약품(주),2018-03-28,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2672,False,B,B01,2010,12
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801371,다비트란캡슐110밀리그램(다비가트란에텍실레이트메실산염),아주약품(주),2018-03-28,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3663,False,B,B01,2008,3
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801372,다비트란캡슐150밀리그램(다비가트란에텍실레이트메실산염),아주약품(주),2018-03-28,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3663,False,B,B01,2008,3
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801382,프라다비캡슐150밀리그램(다비가트란에텍실레이트메실산염),진양제약(주),2018-03-28,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3663,False,B,B01,2008,3
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801383,프라다비캡슐110밀리그램(다비가트란에텍실레이트메실산염),진양제약(주),2018-03-28,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3663,False,B,B01,2008,3
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801404,다비칸캡슐110mg(다비가트란에텍실레이트메실산염),(주)인트로바이오파마,2018-03-30,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3665,False,B,B01,2008,3
Dabigatran Etexilate Mesylate,dabigatran etexilate,201801405,다비칸캡슐150mg(다비가트란에텍실레이트메실산염),(주)인트로바이오파마,2018-03-30,False,True,Pradaxa,2008-03-17,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AE07,3665,False,B,B01,2008,3
Raloxifene Hydrochloride,raloxifene,201801436,에비라정(라록시펜염산염),(주)에이프로젠바이오로직스,2018-03-30,False,True,Optruma,1998-08-05,False,False,False,False,"Osteoporosis, Postmenopausal",G03XC01,7177,False,G,G03,1998,8
Ketoconazole,ketoconazole,199000227,스파이크정(케토코나졸),제이더블유중외제약(주),1990-03-15,False,True,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-9014,True,J,J02,2014,11
Ketoconazole,ketoconazole,199202240,카스졸정(케토코나졸),(주)씨엠지제약,1992-05-12,False,True,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-8225,True,J,J02,2014,11
Levofloxacin,levofloxacin,199900547,레보플러스정(레보플록사신),코오롱제약(주),1999-05-13,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5795,True,J,J01,2015,3
